1,-122.75606410589685
2,-88.206628767236609
3,-112.49819971183659
4,-158.03901847234215
5,-139.23384377440385
6,-138.02364847199451
7,-165.70286443755111
8,-45.341229599252657
9,-59.169919795148701
10,-30.046237686113855
11,-80.960588355349472
12,-76.972438967261809
13,-105.80172936427442
14,-70.047345443085774
15,-117.49712305351521
16,-57.504151975245861
17,-79.04588596483525
18,-34.845405020620234
19,-113.51913641224493
20,-38.93007108132548
21,-88.363296775461279
22,-157.62383261623964
23,-85.297626556846637
24,-53.646559014161376
25,-70.321205817227721
26,-71.031245010173535
27,-45.826601699196416
28,-71.172010064006372
29,-108.70666391517386
30,-88.912802050625729
31,-122.22775198952696
32,-47.893205699609979
33,-101.25813631538166
34,-15.934236476100544
35,-122.23321490256005
36,-86.874020818276179
37,-12.730517766842137
38,-55.414753200869903
39,-60.141834739582194
40,-51.485656646522131
41,-51.682495663527021
42,-96.685594891730261
43,-122.7500522643861
44,-113.93919136796914
45,-157.69664083857765
46,-113.14925578991603
47,-74.118834084263597
48,-77.935085709133062
49,37.454055995893277
50,-53.468117868050996
51,-45.21999611053721
52,-17.45883913448149
53,-55.225741334260604
54,-57.753245513555839
55,-90.631528956065907
56,-135.825595798709
57,-73.820671726233087
58,-20.678341662536738
59,-5.7162438335630501
60,-23.818855418158101
61,-99.594225240252413
62,-32.664894053875365
63,-19.478389059321881
64,-51.425887716350168
65,-59.990595968433396
66,-52.662036851807834
67,-47.15001534009037
68,37.054966551042497
69,-98.487253548515227
70,-72.56324810274451
71,-5.1842174452779277
72,-41.300967150030573
73,-17.781429424286404
74,-62.561170909489284
75,-94.315874356187948
76,-104.80887251443815
77,-40.307514598746295
78,-50.643033554733037
79,33.827447453142298
80,-61.973282573181073
81,-43.919163464529127
82,-21.739482882812492
83,-47.328093455803163
84,-8.0002006138146857
85,-27.773768030751835
86,-20.370553838384268
87,-49.33002578224518
88,71.408017843225878
89,-0.4334725235719401
90,-19.508452451535028
91,1.6012944918208238
92,-45.430825174629234
93,-46.937504372363023
94,-46.327933167072331
95,-3.5964534063563245
96,24.022192469017348
97,-22.39178497337252
98,-59.324809649342221
99,-28.153476668421003
100,-0.069218427989033882
101,-41.738254898411647
102,-28.310277314763823
103,36.545243304934061
104,89.781511185090338
105,-55.948986134234026
106,4.0169554920574635
107,-42.766387742797491
108,-52.870966790318654
109,-75.726432493115752
110,26.071635806224716
111,34.74363185933251
112,-0.14653393844259888
113,20.727458943095204
114,-48.219446357626126
115,17.911956630300796
