1,-120.14236055567122
2,-81.260496089939011
3,-99.599396290127302
4,-94.280769852047385
5,-175.89694151165457
6,-104.78459522326185
7,-108.4108298898018
8,-53.755585913247693
9,-106.99357404358629
10,-47.320092403096716
11,-63.712952759919688
12,-154.42407528772216
13,-49.395595962336607
14,-82.571962151094027
15,-116.08392072682197
16,-93.295335197113147
17,-103.84208789102863
18,-93.023519008841873
19,-87.162424975845624
20,-149.3250160383794
21,-131.1692954545598
22,-136.55414325654428
23,-94.507013627027874
24,-59.940453130131893
25,-104.39960543179204
26,-70.371486312912069
27,-121.89085911833536
28,-117.34681339665991
29,-94.36999013593514
30,-93.23506175963449
31,-67.13997181905907
32,-103.75090003328822
33,-90.250642439991751
34,-168.46499314774337
35,-100.52119762255074
36,-131.98242544409186
37,-163.5062938775655
38,-142.15606647721791
39,-131.33236761995153
40,-65.524433509455775
41,-79.12575527418349
42,-138.11633573311269
43,-99.35378574935703
44,-81.511585527939999
45,-93.805308160426335
46,-10.908440830706132
47,-127.92918148075624
48,-65.046079005394304
49,-102.40556202202322
50,-157.54149281180923
51,-111.0547152839909
52,-54.09764006143282
53,-99.614526742501909
54,-36.61442167626516
55,-107.60835814017361
56,-130.04805965263759
57,-110.70265577428016
58,-100.4500196055684
59,-44.202941478987924
60,-136.46838375215398
61,-121.89238498223835
62,-88.840766097520074
63,-52.644216463953683
64,-123.65992031261925
65,-121.06080481209597
66,-70.345365461597169
67,0.53643469524802667
68,-50.582264637639959
69,-156.25197466158673
70,-76.199413632129023
71,-59.991039143989688
72,-108.20314446240626
73,-112.67442628074433
74,-64.702104885475677
75,-110.23848943067323
76,-77.532570138240814
77,-129.69879054177849
78,-99.340775894488814
79,-78.180583995095972
80,-111.19211141047673
81,-79.358159959370752
82,-108.80743307373041
83,-117.77512250545328
84,-132.17339565077941
85,-130.06875385628129
86,-19.290594991216128
87,-131.68985679746814
88,-157.19360703447992
89,-102.04257117531054
90,-115.52630157550237
91,-63.698180680248953
92,-120.63750400360321
93,-75.806924112608939
94,-45.711432719469968
95,-19.216605784390811
96,-30.467932903468061
97,-56.395401497396236
98,-124.2938247417227
99,-94.304046097390952
100,-138.96819090313579
101,-112.12515263245001
102,-128.60194067790192
103,-43.017758526408947
104,0.50407792231983173
105,-94.279367026238688
106,-46.879762753694791
107,-130.34424976859739
108,-53.773991482254459
109,-79.015181797823232
110,-43.154275345779055
111,-98.035635872307594
112,-125.23624798341552
113,-81.595142004703504
114,-53.959685268293278
115,-41.600381296709159
116,-48.768320593809236
117,-26.709642830863672
118,-23.956645780425397
119,-43.782981828399386
120,-64.055512585701337
121,-20.586378803981653
122,-97.053062332930409
